id,user_id,hotel_id,post_content,status
77,100000359303990,671410232917210," Lục lọi phiếu comment, giật mình gặp khách cực kỳ ""Banana"". Khủng khiếp xuýt ngất khi thấy nó còn ""chụt chụt, moa ma"". Ôi mẹ cha!!!  Essence Hanoi ,  Smile Ủn Ỉn",1
78,100000366729283,117843318367122, Tô đây.  upset emoticon   giờ các iem đều thành thiên nga hết rồi.;););. Mới có 3 tháng thôi mà.  upset emoticon ,1
79,100000367831992,617228808414142,Đẳng cấp doanh nhân ....,1
80,100000401676260,1409331422645274,"Mình bên DL An Thuận Việt ở HCM, đang có đoàn khách khoảng 40k, bạn có thể cho thông tin và các dịch vu qua Mail : anthuanviettourist@gmail.com được o?",1
81,100000409442333,380393478720744, Nobody has the power to make things PERFECT....   But everyone is given countless chances to make things RIGHT.. ,0
82,100000417312774,303758469717843,"Thank you so much for making our stay in Hanoi and the trip to Halong Bay so memorable. With your help we happuly continue our travel in this first class night train to Da Nang. You are exceptional people, trustworthy and so kind.",1
83,100000420947637,164636565409, bữa trưa quá đủ chất :););,1
84,100000430783436,64407053782,"Ngắm hoàng hôn Vịnh Hạ Long trên du thuyền Emeraude, thật đáng tiếc ánh hoàng hôn mỏng manh quá... Mình rất nhớ Hạ Long và Emeraude... Nơi có những kỷ niệm không bao giờ quên...",1
85,100000434297520,380393478720744,HI,1
86,100000438395553,284192361685693,"Santa Barbara - nơi lý tưởng để lưu trú, nơi tuyệt vời để gắn bó!",1
87,100000441587521,255163191262710, Ready for tomorrow   grin emoticon      #  msi     #  launchingseries100     #  dealerevent ,1
88,100000458965887,204758482905250, Check this out  Libby Hopewell   ,1
89,100000459859671,850047381738094,Chef Ngoc in the early morning,1
90,100000469251022,1452357201686673, East West Villas Hoi An 작은 정원에 핀 다양한 예쁜 꽃사진들,1
91,100000478702084,323940062859,My husband and I had a very nice time here and will most definitely be back...,1
92,100000486485344,116431445169619,Maria and her friends at hotel.,1
93,100000498371487,284192361685693,I hope to see and visit you on the near time.,1
94,100000510720629,380393478720744,Advance Happy Birthday Page.!!!,1
95,100000513887380,579557175450439,Excellent service friendly staff. .room nice and clean. .good hospitality. .,1
96,100000519072235,485786431445960," Hi Admin,   Would you please do me a favor? I need your help to clarify the online application process. I'd like to apply for a Non-management position. After filling the needed info on your link:  www3.i-grasp.com  (personal info, work experience,...ect);, I tried to complete the test for submision but I could not see whether the test is. I appreciate that you can show me how it works, and what next steps should I follow. ",1
97,100000526893081,664463123648005,Love party,1
98,100000556924661,485786431445960, We are Team ,1
99,100000565144288,323940062859,This place is the shit if you want a nice little get away with ur mate,1
100,100000566533107,1452357201686673,Hi  all it's Steve &amp; Robyn Watson we are coming back in July next year is the Hap Villa on ground floor ?,1
101,100000611665500,164636565409,my frnd bharath balakrishnan is ur guest. take care of him.,1
102,100000614292521,981632381887437," Maggie!!! We didn't get to say goodbye today    You're a superstar, thanks for everything, will miss your smiling face ",1
103,100000626688897,1017426538344910,Very nice and good food !,1
104,100000631455415,147680342090458,"ห้องสะอาด พนักงานต้อนรับดีมาก เป็นโรงแรมธรรมดา ที่ไม่ธรรมดา  อาหารอาหย่อย ช้อปปิ้งจนเท้าบวม thank you for Support !!!!!!!  Good everything,people so good too and make me happy in Hanoi 5-7 Dec'14......^_______^** You are memory!!!",1
105,100000637778440,783763321703579,This Domain Name Has Expired !,0
106,100000639285865,1583057775263020," Across our hotel, Sea for yourself",1
107,100000642210217,323940062859,  Tracee Tbabii Smith,1
108,100000656931535,186513324707814,Thuy and her friend at Art Trendy hotel took us on their motorbikes to pick up street foods in the Old Quarter. We had a fun time!,1
109,100000662498982,1571612506414924," Hi Wendy,    Thanks for getting us sorted at such short notice, had a wonderful time as usual.   To all the team, thank you for looking after us so well.   Regards   Les and Marl",1
110,100000671155244,371017579635682,Dấu Ấn Ngày Trở Lại .,1
111,100000701289508,323940062859,One of the best days of my life.,1
112,100000722935322,705451069470296,Your Mom is relieved to know that you now have a bed to catch up on your lack of sleep.,1
113,100000743987603,116431445169619,Thank you staff at Calypso!!! You are wonderful!! You deserve at least 6 stars!! Continue like that!! ,1
114,100000748480853,164636565409,Nice trip in Hanoi,1
115,100000776897267,323940062859,loved my lil getaway to the essence suites.,1
116,100000792409754,189209361267196," From our beloved guests, Ms. Ng &amp; Ms. Baey with love.  ",1
117,100000805208534,383671715052761,New cusions,1
118,100000822474257,620354171357517, #  Peace,1
119,100000840229187,1571612506414924,Thank you Blue Sea Villas.....I feel that my property is in very SAFE and RELIABLE  hands with you.  Hope you have another good year.,1
120,100000850811653,179109095503730, very nice friend,1
121,100000852418990,620354171357517,Hi meron po BA kayo sa mansilingan?at magkamo ang reservation  fee at monthly 2bed rooms.,1
122,100000873986833,135121083347092, We really enjoyed our stay,1
123,100000878311758,1571612506414924,"One for the countdown!, x",1
124,100000887053981,513785732037204,We had a wonderful time at you're homestay. We're going to miss you!,1
125,100000905511087,1583057775263020,Mình muốn đặt 10 phòng view biển thì thủ tục ntn,1
126,100000927352154,429764810466649, I vould come back to yuors nice hotel we have never seen so kind people in other places in the world.Today have Tom written an artikel about our wisiting in Vietnam about wedding.Tom is a writer,1
127,100000931214410,135324866614935,"I enjoyed a very pleasant stay at your hotel for these four days. Your hotel staff were friendly, knowledgeable and went out of their way to be helpful. I hope to see you again soon!",1
128,100000943136102,1470426779871002,"Superb hospitality, strategic location, value for money",1
129,100000947675909,323940062859,VERY LOVELY PLACE THIS IS WERE ME &amp; MY HUSBAND HONEY MOONED AT I WILL RECOMEND THIS PLACE TO ANY ONE ANY TIME.,1
130,100000961337407,323940062859, i can't wait until next weekend july 3.....looking toward a great special moment,1
131,100000972700553,560685973988328,Cho mình giá phòng ở 2 đêm hoặc 3. Nhận phòng ngày 9/10. Ở 2 người. Bạn inbox cho mình giá tốt với phòng ở tầng cao chút và có view nhìn thành phố nhé. Mình cảm ơn.,1
132,100000974330258,387811564616084,"We have been staying here for a week, the staff is terrific from the front reception, the bell-hops and the restaurant staff, all superior people. The hotel is spotless and well located for the lake shore and walking distance to all the major exhibites",1
133,100000977103180,359010427525572,"Nhân viên thân thiện, phòng ok, giá cả hợp lý, vị trí thuận tiện đi lại.",1
134,100000977394605,365683270164409, Thank you for everything in Family Transit Hotel.,1
135,100000999126359,145402922137228, Hello my friends !  how are you ?  ,1
136,100001002210445,507883129272451,To my friends at the Hanoi Boutique Hotel 1 - Congratulations of this award from Tripadvisor.  I remember fondly my two stays at your hotel in February and March of 2014.  I look forward to returning in 2015.  Congratulations again!!!,1
137,100001026467758,485786431445960,   smile emoticon ,1
138,100001037065899,1583057775263020,   #  DaNang     #  Beach     #  DiamondSea     #  hotel,1
139,100001038451756,164636565409," Philippines Represent at the 11th APCHG 2015, Hanoi, Vietnam - Candid shot with our very own Dr. Carmencita D. Padilla (UP Manila Chancellor / Medical Geneticist); and her team of Philippine Medical Geneticists, Genetic Counselors and MS Genetic Counseling Students.   kiki emoticon ",1
140,100001040382048,1470515046537744,Thank you - as always for giving me a home way from home!,1
141,100001041580469,436613806496861,một Thời Để nhớ tại Maison d'hanoi 35-37 Hàng Trống,1
142,100001057166925,198671470204480," Dear sir/madam,   Could you please advise if you have any vacacies in purchasing dept? How can I send my CV to you?   Thanks &amp; best regards,",1
143,100001065367637,164636565409," *** Lux it up at Nest Lounge Bar inaugural New Year’s Eve Countdown with the most amazing phenomenon ever - snow and fireworks outside.   ***Countdown to 2016 on 31th December overlooking the infinity West Lake &amp; city skyline and make it a night unforgetable.   *** Nest Lounge Countdown Party is always full of skilled -sexy- energetic girls and the most highclass guests &amp; drink that always turn you on.   *** Especially, On this Unique Countdown Party ever, you are about to present.   Come with Nest Lounge and Welcome 2016 New Year !",1
144,100001088678599,485786431445960,JW Marriott Hanoi,1
145,100001125338203,485786431445960, lâu lắm mới được đi diễn   smile emoticon ,1
146,100001142300604,164636565409,"Hi Add, I had a chance to work with Sheraton around 10 days ago, we rent a room for my company event. This is first time in my life I know what the 5 star hotel staffs worked even I did work with most of 5 star hotel in hanoi during 15 years. Sheraton hotel is very beautiful place, but i will never come back just because your staffs' behavior. ",1
147,100001144747670,359010427525572,Miss you so much. Welcome you back in June.,1
148,100001147686177,371017579635682, Happy New Year 2014,1
149,100001153132281,145402922137228,50% of something is better than a 100% of nothing !,1
150,100001159752561,135324866614935,khách sạn đẹp quá !,1
151,100001181838066,620354171357517,Hi po good murning magkano poh ung down payment jan??? At saka ung monthly poh??? Ung 3 bedroom poh.... email nyo po ko tolits_boy1988@yahoo.com,1
152,100001187145198,135324866614935,August 14 at Brilliant Hotel. Very nice hotel.,1
153,100001223383661,1571612506414924, Hi Wendy,1
154,100001245838240,1070723119658555,Testing,0
155,100001247560826,323940062859,*.5 STAR You all need to do a major renovation..... The last time I came to the Essence it was a complimentary stay and it was worst than the paid stay... I am very disappointed in my last 3 experiences and been a member since 05......,0
156,100001249029535,269514643174666, Mrs Neill is so looking forward to her stay  ,1
157,100001256705252,197455960317138,"New boat, New Experience!!!",1
158,100001260575921,485786431445960, Marriott công nhận là cũng đẹp.   Không liên quan nhưng lần nào đi bốc thăm cũng vác quà về. Lần trước ở Deawoo cũng vậy. :);););    #  luckyme       #  giftfromexhibition ,1
159,100001293590217,164636565409, Demo phát   #  fashion     #  hairstylist     #  vietnam     #  sheraton     #  pr ,1
160,100001318582050,366422206777847,here we are !,1
161,100001323287250,670568689713836,"Chân thành cảm ơn Ban Giám đốc khách sạn, anh Minh, chị Nhung và các anh chị trong khách sạn!",1
162,100001332709562,135121083347092,"Next time we stay here again ! Very good nights , breakfast and services.",1
163,100001335823642,1532170243748316,Thank you so much for this amazing honeymoon-decoration and the cute honeymoon-cake. It was a great surprise whe we entered our beautiful room.,1
164,100001346986622,323940062859,"We stayed here this past weekend. We had a great time! The only negative was the bed. It was the most uncomfortable bed I have ever slept in. That was Sat night &amp; my back is still killing both my husband &amp; I today (Tue);. We definitely want to come stay again, but unless there are new mattresses put in before then, we will be bringing our own mattress pad! The good definitely outweighed the bad mattress though!!",0
165,100001361707239,323940062859,Any deals for Valentine's day?,1
166,100001376809701,133963350115334,"Lovely little hotel in the middle of Hanoi's old quarter. Clean, neat, fantastic staff. You could not do better. Say Hi to David from me.",1
167,100001408200847,1430101293925015, Very Sorry  bud    When  i will check in on Bkk airport  i can NOT  go aboud i dont have   visa    NOT  posibel visa on arrival  i go to ambassi Vietnam   i can not have visa for 7 april  i loose my money for fligh and for hotel Chic,0
168,100001413948768,157752174347327,Want to say thank you for the unforgettable holiday in Bhaktapur last month.,1
169,100001442322763,1678659992376911, Sniadanko. Wietnamskie nalesniki plus wedlina   #  banhcuon     #  vietnam     #  hoian     #  vietfood     #  yummy     #  slodkokwasnapl ,1
170,100001443216705,485786431445960,   #  휴가     #  베트남     #  vietnam     #  hanoi     #  jwmarriott     #  hotel     #  daily     #  inatagood ,1
171,100001461126805,480461572136306,"Khách sạn Brandi là một trong nhũng khách sạn mà tôi đã từng nghỉ ngơi tại đây, tôi thấy không gian ở đây được bố trí rất hài hoà,phòng sạch sẽ,nhân viên thân thiện,và đặc biệt giá cả hợp lý.Nếu có dịp tôi lại quay lại đây.",1
172,100001479918438,308846225876171," Dear  Pelican Luxury &amp; Image Halong Cruises r, I would like to know ir you can help me with a doubt.   Why there are 3 sites of Pelican Cruise?  -http://pelicancruise.com  -http://www.halongpelicancruise.com   -http://www.pelicanhalongcruises.com  ",1
173,100001495831138,120190574818017,Brilliant accommodation - loved it. Couldn't get better!!,1
174,100001521651227,164636565409,  www.amitcotton.com,1
175,100001542041939,147680342090458,Clean room &amp; help staff &amp; good lacation,1
176,100001549849287,164636565409,"Admin, can i get your hotel HR e-mail id, so that i can forward my profile?",1
177,100001573170542,189209361267196,Loving you^^,1
178,100001573608636,617228808414142,"Khách sạn đẹp , bãi biển đẹp nhân viên nhiệt tình! Hứa hẹn sẽ về thường xuyên hơn!",1
179,100001588634391,1532170243748316,Thanks for making my birthday a memorable one!,1
180,100001597546271,365683270164409, I found this page!!,1
181,100001605479112,485786431445960, Ten ten ten .   #  fatheranddaughter     #  familytime ,1
182,100001609184343,117843318367122,Happy weekend!!!,1
183,100001609600376,1583057775263020, 마지막 여정   #  다낭     #  danang     이제 곧 베트남두 안녕이구낭...    #  즐거웠어     #  안녕베트남      #  tosayhellovietnam     #  hellovietnam       #  다금바리     #  매운탕     #  소주가필요해      #  여행     #  여행스타그램     #  먹스타그램 ,1
184,100001616632143,485786431445960,"JW Marriott Hanoi đẹp từ trong ra ngoài, thật sung sướng khi được làm việc tại đây :););. ",1
185,100001622342966,255163191262710,Hope everything will be changed better.,1
186,100001640924221,265312270305501,Thank you for inviting me to your Brilliant page!!!,1
187,100001642035902,525045287564418," Hi, I'd like to book a room for September 4 for a bed in a 4-person dorm.  I'm a man.  Tried to do it on your website, but couldn't scroll down the booking page, and couldn't find an email either, so I'm writing here.  Can I make my reservation here on facebook?  Thanks  ",1
188,100001643480362,135324866614935, Good to have some cup of tea  #  enjoydrink     #  greentea     #  healthydrink     #  ilovegreentea ,1
189,100001648658272,1502218643346817,"Really nice hotel, the staff were kind and courteous, thank you all jenny.mike.penny.anna.peter.windy",1
190,100001668245262,929778327061583,Giá phòng là bao nhiêu/ngày vậy ạ? mình chỉ ở từ 1 đến 2 ngày vào đầu tháng 10 thôi,1
191,100001698553018,380393478720744,Hello good eveing.how much room rate niyo?,1
192,100001699716210,64407053782,"Ngay 15/8 ben minh con phong cho 2D1N ko ah? E dang co 2 pax request, cho e gia contract TA nhe! Thanks!",1
193,100001723045000,355318834582376, Ca Phe Sua Da By Fin   #  caphesuada     #  fin   ก่าเฟเสือด๋า  Rabiar Phuket   This's BooMz   เอเอ่เอ้เอ๊เอ๋ เอ๊เอ๋,1
194,100001727303695,485786431445960,"I visited Marriott Hotel Hanoi Buffet today. It was the best restaurant I have ever been. Hundreds kind of delicious foods, fantastic mood, kind waiters. Last lunch in Hanoi before back to Korea, so satisfied ^^",1
195,100001727374341,503706833117673,"So happy with my friends :););, Please come back with us as soon as possible. We're waiting u kaka",1
196,100001730443840,525045287564418,This place is so cool that if you post something awesome on Facebook they give you a free drink! Yay!,1
197,100001731965102,147680342090458,"Thank you, great place, and helpfull people !",1
198,100001739285978,569288556451206,"Great service hotel ! Architect . Hung Hong , Miami. Florida",1
199,100001757327315,340415042822036,Sinh nhật thành viên Green House!,1
200,100001783494373,102598133184328,10% discount special order,1
201,100001785474154,64407053782,Phút ngẫu hứng trên sun-deck giữa những người bạn mới quen!,1
202,100001817347662,323940062859,Twilight! ,1
203,100001826258742,340415042822036, 2 vị khách lưu trú dài ngày hôm nay tạm biệt khách sạn. Cô và chú hẹn chắc chắn sẽ quay lại vào tháng 12.,1
204,100001831392935,158276791000095,  Long Pham  vào đây xem kỹ hơn này,1
205,100001843582559,164636565409, Nắng chang chang...  Các con giời vẫn đang cố gắng để hoàn thành cảnh quay cho cờ nhípppp   pacman emoticon ,1
206,100001850503695,347931698701255,"Mình là người đặt viên gạch đầu tiên để xây khách sạn Au Coeur d'hanoi. Đi qua khách sạn đẹp lung linh, mình cảm thấy thật tự hào.",1
207,100001855676691,334600223274360,"Xin phep admin cho minh hoi cty minh co dich vu tu van lam visa di du lich Nga ko? Minh dang can lam cho doan 6 nguoi, va muon gioi thieu tour cua ben ban cho khach! Giup minh voi nhe! Thanks!",1
208,100001857289305,255163191262710," Finaly, He pop a question. Simple &amp; Peace! ",1
209,100001857906991,313922805328424,thank you for wonderful stay and help with tour bookings. Fantastic.,1
210,100001871786682,117843318367122,"Don’t wait for the perfect moment, take the moment and make it perfect. Thank so much for F&amp;B team being there on my side and supporting me all through!",1
211,100001874235297,308846225876171,Buffet dinner on Pelican 02,1
212,100001878123335,145402922137228,sweet memory in chance palace,1
213,100001891591957,1430179450611070,Đẹp lắm em à.chúc mừng vợ chồng em khai trương HP home đầu tay đông khách.,1
214,100001906529239,116431445169619,Mark and Kelly famiy,1
215,100001906529239,372832266226334,Merry Christmas &amp; Happy New Year.,1
216,100001939858363,451875204908266,"Chao anh M chi, van Manh khoe. ,?",1
217,100001983861027,204758482905250,"Lovely boat and clean cabin, i love it. But next time the food could be better. Thanks for all.",1
218,100001994703829,303758469717843, Hà Nội hôm nay nóng rồi! Nắng lên sớm rồi!,1
219,100002000956215,1479410105631173, Happy New Year! Thanks again for giving us such pleasant stay  ,1
220,100002025063757,482696451814053,   #  Ironman   영화를 좋아하다보니 캐릭터를 좋아하게 되었고 이제는 방을 꾸미는   #  인테리어   와   #  콜라보레이션이되어   내방에 세개뿐이던   #  아이언맨이   대량 늘어날 예정 ^^ 얼른 한국가서 아이언맨으로 인테리어를 &gt;_&lt;~!!     #  피규어     #  아이언맨빠돌이     #  Iron     #  Marvel     #  Hero     #  Avengers     #  Hulk     #  Batman     #  Superman     #  헐크     #  슈퍼맨     #  배트맨     #  스파이더맨     #  spiderman     #  captainamerica     #  캡틴아메리카     #  일상     #  내방     #  장식     #  데코레이션 ,1
221,100002055327195,164636565409,Big smiles!,1
222,100002103410896,276309149200455,I had a fabulous experience at the Blue Cloud. Very clean and quiet and an extremely helpful and friendly staff.  I've been recommending it to every traveler headed that way.,1
223,100002136441140,117843318367122, Super satisfying dinner at Apricot Hotel fine dining  .,1
224,100002152184384,575775189155915, Hôm nay ngày tết trung thu  Chúng em cũng đc một phen trổ tài   smile emoticon ,1
225,100002155408248,135324866614935, lovely guests,1
226,100002157852493,323940062859,"I HAD A GREAT TIME VERY NICE, GREAT STAFF &amp; I WILL RETURN ASAP....",1
227,100002179304123,151462301571537,Hanoiの朝。雨も良いね♪今まで行ったアジアの街で一番良いかも！,1
228,100002195724352,1409331422645274,I didn't book your hotel . But I want to visit the rooftop bar. Is it possible?,1
229,100002197795833,485786431445960,Hà Nội có lẽ đẹp nhất về đêm... cái lạnh đầu mùa thưởng thức nó thật là thú vị.,1
230,100002204995250,480461572136306,"Đây là khách sạn đầu tiên tôi ở có rất nhiều tiện ích cho khách hàng. Tôi đã đặt phòng tại Brandi 2, 202 Trần Duy Hưng 1 đêm, sau đó do tôi có công việc tại khu vực Duy Tân nên tôi đặt thêm 2 đêm tại Brandi 1 có địa chỉ tại 76 Duy Tân , cả 2 khách sạn đều phục vụ tôi rất tốt, tôi được ăn sáng, ăn tối và đặc biệt được giặt là miễn phí, những dịch vụ mà trước kia , ở muốn sử dụng thì tôi phải trả vài chục ngàn đồng đến cả trăm ngàn đồng cho 1 bộ quần áo.   Cảm ơn Brandi hotel",1
231,100002204995250,512530622166649,This is just some pictures in Yen Hotel,1
232,100002215021403,640106616045345," my home while I was in Hanoi....'Home, sweet home  ",1
233,100002219920737,981632381887437,Merry Christmas,1
234,100002226215883,755009684522390, 아이 맛난다 ㅋㅋㅋ 그래서 신나신나 #  Goodmorning     #  Vietnam     #  Hanoi     #  breakfast     #  여행     #  맞팔     #  선팔     #  소통 ,1
235,100002261346691,809414062463342,Russinfocenter#new office#6#добропожаловать#врусскийинформационныйцентр#офис6#Vietnam#nhatrang#BietThu8C,1
236,100002301813566,308846225876171,Pelican on Ha Long Bay !,1
237,100002334468146,370071059683160," will visit u someday,.. ",1
238,100002336090767,1424009947843059," All Australians who visit Da Nang do yourselves a massive favour and book into this wonderful boutique Hotel. 12 rooms, magnificent service, beautiful cooked breakfast. Congratulations to Nam and your family - a perfect place to base yourselves from or simply relax. Ken and  Margaret Gevaux",1
239,100002344896312,954910091191058,  Emma Marie Foged Bendtsen   Julie Lehmann Nielsen,1
240,100002359505801,370071059683160,hello  from. Thuyen.  bordeaux France,1
241,100002407322668,117843318367122," We stayed at the Apricot Hotel for 2 nights we really enjoyed it, the rooms are fantastic, clean and quiet. Service was very friendly and efficient.  Front desk staff were cheerful and helpful. Hotel staff were excellent especially Ms NguyenTam. ",1
242,100002511637606,117843318367122,Day 1 of 3 : first time do this job,1
243,100002511716452,347931698701255,Mr.Hung _ General manager show me how to make a cup of Vietnamese coffee,1
