user_id,hotel_id,rate_star
764534674,411461885661959,5
100004596066106,503706833117673,2
1009975337,563917740343279,4
526488329,1571612506414924,5
100002336090767,480461572136306,5
100001857906991,973241522755751,1
100003578394855,503706833117673,2
1612705947,151462301571537,5
1377879867,936624199834683,5
764534674,1470515046537744,1
100000701289508,1532170243748316,5
1612705947,313922805328424,3
1009975337,340415042822036,2
100000878311758,276309149200455,2
714266983,323940062859,5
1831020980,480461572136306,5
510655554,126883330726174,2
714266983,1571612506414924,4
821310466,1070723119658555,5
1801827367,480461572136306,5
1377879867,365683270164409,5
100001588634391,1486141631617711,5
597159672,936624199834683,2
100001857906991,340415042822036,2
764534674,151462301571537,2
714266983,276309149200455,5
100004603204849,411461885661959,5
1831020980,151462301571537,3
100004012157097,126883330726174,4
1801827367,936624199834683,3
597159672,480461572136306,2
100001891591957,1532170243748316,3
510655554,929778327061583,2
510655554,151462301571537,2
100001588634391,973241522755751,1
1269601086,212192215580475,1
1269601086,1571612506414924,1
100002569320128,151462301571537,3
764534674,1571612506414924,3
526488329,1430179450611070,2
526488329,365683270164409,2
1831020980,340415042822036,1
1377879867,503706833117673,2
100002569320128,936624199834683,4
1269601086,1470515046537744,2
510655554,936624199834683,3
100002569320128,212192215580475,5
100001857906991,480461572136306,3
1612705947,1070723119658555,2
1009975337,1470515046537744,1
526488329,1532170243748316,2
1269601086,365683270164409,4
100001891591957,936624199834683,3
100000878311758,1430179450611070,4
1612705947,1430179450611070,5
100002336090767,365683270164409,5
100000878311758,936624199834683,3
100002204995250,126883330726174,2
821310466,480461572136306,3
653416471,503706833117673,5
1801827367,929778327061583,4
100000878311758,126883330726174,2
100004596066106,365683270164409,1
641594020,151462301571537,3
100000878311758,1532170243748316,1
1831020980,929778327061583,4
100002569320128,276309149200455,3
653416471,936624199834683,5
100002336090767,1532170243748316,2
653416471,411461885661959,2
1831020980,1486141631617711,5
821310466,276309149200455,5
100004596066106,151462301571537,2
100002204995250,936624199834683,2
100001857906991,563917740343279,5
100000701289508,212192215580475,2
100000701289508,126883330726174,4
1377879867,1424009947843059,1
100000878311758,973241522755751,4
641594020,323940062859,5
597159672,212192215580475,3
100004012157097,1424009947843059,2
100001857906991,1571612506414924,4
526488329,1486141631617711,4
1801827367,1470515046537744,1
597159672,313922805328424,3
1801827367,973241522755751,1
100001857906991,503706833117673,2
100002569320128,503706833117673,5
100004012157097,936624199834683,4
100001588634391,340415042822036,5
100004012157097,1532170243748316,5
821310466,313922805328424,3
526488329,411461885661959,3
100003578394855,365683270164409,4
100003578394855,936624199834683,2
100004603204849,313922805328424,4
714266983,340415042822036,1
714266983,1424009947843059,3
764534674,126883330726174,1
510655554,411461885661959,1
100004012157097,313922805328424,4
100001891591957,1470515046537744,5
100004012157097,973241522755751,3
100004012157097,365683270164409,1
764534674,323940062859,5
764534674,563917740343279,1
100002204995250,323940062859,4
100003578394855,212192215580475,4
100003578394855,313922805328424,2
100004596066106,1532170243748316,3
764534674,313922805328424,5
641594020,1571612506414924,4
597159672,323940062859,4
100002336090767,340415042822036,4
100000701289508,1470515046537744,2
100002204995250,212192215580475,2
1269601086,1486141631617711,5
100001588634391,480461572136306,3
100004012157097,323940062859,3
764534674,936624199834683,3
1612705947,973241522755751,1
821310466,503706833117673,4
100004596066106,1070723119658555,3
510655554,323940062859,3
100004596066106,276309149200455,2
100002204995250,411461885661959,1
100002204995250,365683270164409,5
714266983,1070723119658555,3
100001891591957,503706833117673,1
100003578394855,563917740343279,2
100002569320128,1532170243748316,1
714266983,365683270164409,1
1801827367,151462301571537,5
100004012157097,1571612506414924,1
1269601086,563917740343279,5
1269601086,1532170243748316,1
526488329,323940062859,4
821310466,1430179450611070,5
764534674,1424009947843059,2
510655554,1532170243748316,2
100004603204849,563917740343279,1
100003578394855,929778327061583,4
1009975337,323940062859,4
1612705947,365683270164409,4
641594020,212192215580475,4
100002336090767,1486141631617711,5
100004603204849,276309149200455,3
100000701289508,1424009947843059,4
526488329,313922805328424,3
1009975337,480461572136306,2
100003578394855,1470515046537744,4
100000878311758,151462301571537,5
1801827367,563917740343279,3
1612705947,1571612506414924,1
597159672,1532170243748316,2
526488329,936624199834683,1
526488329,151462301571537,2
821310466,151462301571537,1
100004603204849,1070723119658555,3
1009975337,126883330726174,3
